seq_index;GeneChoice_V_gene_Undefined_side_prio7_size103;GeneChoice_J_gene_Undefined_side_prio6_size68;Deletion_V_gene_Three_prime_prio5_size21;Deletion_J_gene_Five_prime_prio5_size23;Insertion_VJ_gene_Undefined_side_prio4_size41;DinucMarkov_VJ_gene_Undefined_side_prio3_size16;Errors
9520;(25);(17);(10);(12);(3);(1,2,3);()
9521;(101);(50);(5);(8);(16);(3,0,3,2,3,0,3,0,3,0,2,0,0,0,2,1);(169,317)
9522;(42);(45);(5);(14);(4);(3,0,3,3);()
9523;(25);(44);(9);(9);(13);(3,1,0,1,3,0,0,1,0,1,1,1,1);()
9524;(47);(42);(4);(7);(5);(0,3,0,2,2);()
9525;(7);(39);(7);(8);(3);(2,0,3);(98,314)
9526;(51);(54);(3);(9);(15);(2,3,1,1,2,3,3,1,1,1,1,1,1,1,1);(74)
9527;(23);(28);(3);(7);(9);(0,1,1,3,3,1,3,1,1);()
9528;(25);(45);(11);(5);(19);(2,3,2,0,0,2,0,3,0,2,2,0,0,0,0,1,1,2,1);()
9529;(68);(42);(9);(12);(5);(2,3,2,2,3);(84,286)
9530;(68);(55);(8);(9);(1);(1);(41)
9531;(19);(38);(8);(12);(2);(2,1);()
9532;(0);(14);(9);(11);(9);(1,1,1,1,0,2,2,2,2);(227)
9533;(25);(31);(11);(6);(1);(1);(55,269)
9534;(25);(3);(4);(5);(3);(2,0,2);()
9535;(13);(41);(11);(4);(3);(2,2,0);(128,204)
9536;(22);(50);(10);(10);(0);();(194,206,219)
9537;(7);(1);(7);(8);(9);(3,0,2,0,1,1,3,1,1);()
9538;(70);(65);(3);(11);(9);(3,0,0,0,2,2,0,2,1);()
9539;(17);(39);(5);(7);(9);(2,2,0,1,1,0,2,2,1);(72,87,338)
9540;(85);(28);(4);(11);(10);(1,2,0,2,0,2,2,2,2,1);()
9541;(34);(14);(3);(5);(2);(0,3);()
9542;(58);(60);(6);(5);(2);(1,0);()
9543;(16);(38);(8);(9);(2);(3,0);(156)
9544;(22);(31);(5);(10);(4);(2,2,3,1);(23)
9545;(47);(30);(2);(6);(5);(2,2,0,1,2);(21)
9546;(27);(25);(15);(7);(16);(2,2,2,0,3,1,1,2,3,2,0,0,2,2,3,3);()
9547;(43);(42);(13);(12);(5);(2,2,0,0,0);(76,294,315)
9548;(47);(45);(10);(11);(2);(2,2);(150)
9549;(68);(50);(7);(3);(9);(3,1,2,2,1,2,2,1,3);()
9550;(2);(31);(10);(3);(7);(0,0,0,2,3,2,2);()
9551;(70);(35);(5);(12);(8);(1,1,1,1,1,2,2,3);()
9552;(14);(2);(5);(7);(12);(3,3,3,0,2,0,1,2,2,3,0,2);()
9553;(50);(54);(7);(4);(13);(2,0,3,3,0,1,3,0,1,3,3,1,1);(75)
9554;(13);(38);(7);(9);(4);(3,1,0,1);()
9555;(4);(38);(16);(15);(12);(3,0,0,0,1,1,2,1,0,0,3,2);()
9556;(4);(33);(5);(7);(5);(2,2,2,2,3);(39)
9557;(42);(32);(6);(20);(4);(0,0,1,1);()
9558;(13);(16);(4);(3);(2);(2,2);()
9559;(68);(49);(2);(10);(16);(0,2,2,0,0,1,3,3,0,3,0,3,3,3,3,2);()
9560;(23);(60);(11);(8);(7);(2,2,0,0,0,3,0);(191,333)
9561;(4);(34);(16);(5);(3);(0,3,0);(316)
9562;(13);(45);(9);(22);(5);(1,2,0,2,1);(99,140)
9563;(25);(42);(7);(19);(10);(2,0,2,2,3,1,0,1,3,2);()
9564;(51);(38);(4);(9);(4);(2,0,0,3);()
9565;(25);(9);(7);(7);(6);(2,0,2,3,1,1);(185)
9566;(6);(62);(4);(9);(4);(2,0,0,0);(103,219,274)
9567;(13);(37);(8);(8);(4);(2,2,3,0);(173,174)
9568;(6);(44);(7);(7);(3);(2,2,1);()
9569;(36);(44);(9);(10);(8);(2,2,1,1,1,2,3,0);()
9570;(14);(16);(8);(22);(4);(2,0,2,1);()
9571;(68);(43);(6);(3);(6);(2,3,1,1,2,2);(9,223)
9572;(13);(38);(4);(10);(3);(0,0,0);()
9573;(4);(40);(9);(9);(2);(1,3);(86,121,198)
9574;(4);(66);(2);(5);(4);(0,0,2,0);(220)
9575;(51);(25);(6);(8);(4);(3,3,0,1);()
9576;(14);(17);(5);(12);(4);(2,0,3,2);(182)
9577;(7);(43);(5);(11);(7);(3,3,1,0,1,2,1);()
9578;(69);(55);(5);(6);(2);(1,1);()
9579;(58);(49);(8);(6);(4);(2,0,2,0);(139)
9580;(70);(23);(13);(12);(10);(2,2,2,2,2,2,2,2,0,3);(24)
9581;(41);(65);(11);(8);(11);(3,1,2,3,3,2,0,1,1,1,2);(75)
9582;(50);(43);(11);(14);(10);(2,2,0,0,0,2,3,1,1,1);(5,102)
9583;(53);(16);(7);(13);(7);(3,0,0,3,1,2,2);(59,77)
9584;(25);(2);(14);(5);(3);(2,2,0);()
9585;(13);(45);(10);(11);(14);(1,0,2,3,3,2,0,2,2,2,0,3,3,1);()
9586;(11);(5);(9);(10);(4);(2,1,1,1);(177)
9587;(51);(45);(4);(9);(10);(3,1,2,2,1,3,1,3,0,2);(250)
9588;(37);(16);(9);(12);(13);(1,3,1,2,2,0,1,1,1,1,2,1,2);(1)
9589;(74);(39);(3);(7);(8);(2,3,2,2,1,3,3,1);(214,314)
9590;(32);(24);(11);(9);(4);(2,2,2,0);(330)
9591;(50);(11);(7);(9);(4);(0,1,3,1);(284)
9592;(17);(54);(4);(9);(4);(0,1,3,3);()
9593;(7);(26);(12);(9);(2);(1,1);()
9594;(14);(43);(4);(6);(18);(2,2,1,1,1,1,2,0,1,1,1,3,2,0,1,3,2,2);()
9595;(22);(23);(8);(7);(4);(1,1,2,0);(234)
9596;(8);(15);(10);(3);(2);(2,2);(23,109)
9597;(60);(23);(2);(10);(7);(1,1,1,1,3,1,3);(126,152)
9598;(58);(32);(8);(6);(3);(2,2,2);(6)
9599;(13);(54);(9);(10);(4);(1,3,1,2);()
9600;(43);(52);(15);(4);(11);(3,2,3,2,0,3,1,1,3,0,2);(254)
9601;(16);(15);(3);(2);(5);(3,3,0,0,2);(179)
9602;(7);(20);(9);(4);(0);();()
9603;(16);(67);(4);(11);(6);(2,2,2,0,0,2);()
9604;(12);(32);(9);(15);(2);(0,1);(156,203)
9605;(32);(55);(7);(15);(9);(2,3,1,1,3,1,0,0,2);()
9606;(58);(60);(5);(9);(1);(2);()
9607;(44);(23);(3);(5);(5);(2,2,2,3,1);(175,284)
9608;(37);(23);(5);(13);(1);(0);()
9609;(81);(47);(8);(5);(4);(0,0,0,0);(191,333)
9610;(39);(51);(6);(6);(7);(1,3,2,2,0,2,2);()
9611;(13);(26);(5);(2);(11);(0,0,1,1,3,0,2,2,2,1,1);()
9612;(25);(49);(11);(2);(12);(2,2,1,3,3,1,1,1,3,1,3,0);(7)
9613;(22);(34);(10);(6);(11);(0,3,1,1,0,1,1,0,2,0,3);(51,239)
9614;(95);(65);(9);(11);(2);(3,1);()
9615;(72);(50);(2);(8);(6);(2,0,1,1,3,1);()
9616;(70);(45);(8);(5);(5);(0,0,3,0,1);(234,246)
9617;(14);(36);(3);(2);(10);(1,0,0,0,0,3,2,0,3,1);()
9618;(18);(58);(7);(8);(12);(0,0,2,1,2,0,0,2,2,2,0,2);()
9619;(25);(14);(9);(9);(5);(1,1,0,2,2);(172)
9620;(28);(24);(3);(9);(16);(2,0,2,2,1,0,2,2,0,0,2,1,2,2,0,1);()
9621;(47);(27);(4);(6);(3);(0,2,1);()
9622;(22);(36);(7);(11);(6);(2,0,2,1,1,1);()
9623;(83);(10);(5);(12);(10);(2,3,1,2,2,3,3,3,3,2);()
9624;(52);(14);(12);(10);(13);(1,1,3,2,2,1,1,2,1,1,1,2,2);()
9625;(99);(55);(10);(14);(6);(1,3,0,2,3,0);()
9626;(0);(17);(10);(5);(4);(3,1,3,0);(173)
9627;(13);(7);(8);(9);(12);(0,0,0,3,0,2,1,1,2,2,3,1);()
9628;(23);(24);(9);(4);(7);(0,2,3,1,2,3,3);()
9629;(47);(24);(6);(10);(5);(0,0,2,2,2);(14)
9630;(72);(45);(7);(13);(9);(3,3,2,0,2,1,1,3,0);()
9631;(11);(47);(2);(8);(3);(0,0,2);(155)
9632;(7);(1);(7);(11);(5);(0,1,0,1,2);()
9633;(58);(55);(8);(5);(8);(3,0,2,1,1,2,2,2);(37)
9634;(72);(32);(0);(7);(2);(2,2);(241)
9635;(50);(49);(6);(12);(6);(2,1,3,3,3,0);(90,144)
9636;(14);(17);(2);(10);(6);(1,2,1,2,2,0);(304)
9637;(9);(28);(6);(9);(6);(0,0,0,2,2,3);()
9638;(50);(43);(2);(13);(3);(3,3,1);()
9639;(73);(33);(8);(7);(4);(3,1,1,2);()
9640;(13);(10);(9);(7);(13);(0,2,2,2,2,3,2,0,3,1,0,2,3);(128,225)
9641;(25);(36);(14);(5);(5);(1,2,0,3,0);(17,140,318)
9642;(17);(39);(5);(6);(12);(0,2,0,3,2,2,3,0,2,2,1,3);()
9643;(71);(60);(9);(8);(9);(2,1,1,0,2,2,0,1,1);(316)
9644;(53);(40);(7);(9);(6);(2,2,2,1,1,1);(77)
9645;(14);(67);(7);(12);(7);(0,1,0,2,2,2,2);()
9646;(13);(56);(4);(5);(5);(0,1,3,2,3);(52)
9647;(76);(37);(9);(6);(6);(0,3,2,2,0,0);()
9648;(16);(45);(7);(6);(4);(0,1,3,2);()
9649;(25);(38);(11);(10);(4);(1,2,0,3);(122)
9650;(22);(55);(7);(8);(2);(0,0);()
9651;(18);(4);(12);(12);(8);(2,3,0,2,1,2,0,1);()
9652;(1);(20);(7);(8);(10);(2,2,2,0,0,2,3,3,0,2);()
9653;(28);(7);(3);(22);(4);(2,0,2,0);()
9654;(39);(45);(8);(12);(4);(1,1,0,2);(132)
9655;(2);(30);(3);(5);(8);(0,1,3,1,1,1,1,1);(117,118,135)
9656;(72);(47);(9);(11);(7);(2,0,1,1,3,1,1);(49)
9657;(14);(52);(5);(7);(11);(0,2,2,0,2,1,1,2,1,1,3);()
9658;(41);(10);(3);(9);(6);(2,0,2,0,1,1);()
9659;(50);(9);(7);(8);(11);(0,0,0,2,2,2,2,0,1,3,1);(71)
9660;(51);(59);(3);(11);(4);(2,0,2,3);(9,165)
9661;(99);(60);(9);(8);(1);(1);(258)
9662;(99);(39);(6);(5);(11);(2,2,1,1,3,3,0,3,2,2,3);()
9663;(8);(4);(9);(5);(10);(0,1,1,3,1,1,1,0,2,0);(230)
9664;(16);(14);(8);(12);(1);(3);()
9665;(37);(33);(9);(7);(8);(1,1,2,0,3,1,3,0);()
9666;(99);(31);(8);(9);(15);(3,1,1,1,0,2,3,1,0,1,2,2,1,2,3);(68)
9667;(28);(33);(9);(9);(6);(0,2,2,2,2,2);(10)
9668;(72);(42);(3);(10);(10);(3,3,1,2,2,2,0,1,1,2);(203,247)
9669;(44);(44);(3);(15);(4);(0,1,3,2);(89,289)
9670;(50);(43);(7);(13);(0);();()
9671;(69);(59);(8);(4);(9);(0,1,1,2,0,3,3,3,1);(85,129,308)
9672;(69);(42);(5);(9);(9);(3,2,2,2,2,2,0,0,2);()
9673;(28);(55);(8);(13);(0);();(209)
9674;(6);(10);(7);(10);(3);(3,0,0);()
9675;(47);(54);(7);(9);(7);(2,2,2,2,1,1,0);(116,334)
9676;(70);(24);(14);(8);(7);(2,3,1,2,2,2,2);()
9677;(14);(9);(5);(8);(5);(0,1,3,0,2);()
9678;(70);(51);(10);(10);(13);(0,2,2,0,0,0,1,2,2,3,1,1,1);(198)
9679;(16);(36);(7);(5);(15);(1,1,2,1,1,3,0,0,0,0,1,3,3,2,3);(45,191)
9680;(37);(45);(5);(7);(10);(0,2,0,1,0,0,1,3,1,1);(105,228)
9681;(17);(17);(7);(6);(5);(0,0,1,3,2);(24)
9682;(14);(27);(7);(12);(12);(1,1,3,3,0,3,3,0,0,0,2,1);()
9683;(32);(17);(10);(6);(3);(3,2,3);(128,270)
9684;(17);(17);(5);(21);(10);(3,0,3,2,1,1,2,3,0,0);(218)
9685;(13);(49);(9);(8);(9);(1,1,1,0,3,1,1,3,1);()
9686;(16);(66);(14);(9);(3);(3,3,3);(171)
9687;(2);(62);(7);(4);(2);(2,3);(14,16,31)
9688;(11);(16);(6);(10);(3);(0,2,2);(269)
9689;(23);(26);(3);(14);(3);(1,0,2);(137,178)
9690;(23);(67);(8);(10);(6);(3,2,0,1,0,2);(131,210)
9691;(14);(16);(8);(9);(15);(1,2,3,3,0,0,2,2,0,0,2,0,1,1,1);(208)
9692;(13);(24);(7);(10);(5);(1,3,1,3,0);(164)
9693;(31);(34);(4);(12);(7);(3,1,3,1,1,3,0);(151)
9694;(68);(50);(12);(10);(7);(0,3,3,0,2,3,2);(156,190)
9695;(70);(7);(5);(7);(4);(2,2,2,2);()
9696;(47);(62);(3);(7);(9);(2,2,0,2,0,2,0,2,0);()
9697;(47);(14);(4);(20);(9);(2,0,0,1,2,3,3,2,1);(182,293)
9698;(17);(49);(5);(7);(4);(2,2,2,2);(282)
9699;(70);(15);(10);(6);(4);(2,2,0,2);(208,288)
9700;(32);(50);(5);(5);(5);(1,3,3,3,1);()
9701;(14);(51);(3);(3);(9);(1,3,2,0,1,2,2,1,1);()
9702;(41);(36);(4);(5);(7);(3,0,2,2,2,2,3);()
9703;(18);(49);(7);(8);(13);(0,0,2,2,2,2,2,2,1,1,1,1,1);(312)
9704;(14);(62);(10);(13);(8);(0,0,1,1,1,1,2,2);(64)
9705;(38);(38);(9);(10);(7);(1,1,1,1,3,2,2);(139)
9706;(14);(1);(4);(12);(2);(2,3);(40,169,188)
9707;(99);(15);(10);(6);(6);(3,3,2,0,0,2);(159)
9708;(99);(16);(8);(4);(9);(1,3,1,3,1,1,3,0,2);(238)
9709;(11);(42);(11);(16);(5);(1,3,3,2,0);(270,306)
9710;(51);(1);(6);(8);(10);(3,1,1,1,0,2,3,3,2,3);(115)
9711;(70);(39);(10);(19);(9);(3,1,2,2,3,1,3,0,2);(176,273)
9712;(32);(60);(10);(5);(2);(1,2);()
9713;(14);(20);(7);(6);(3);(0,1,0);(110,168)
9714;(42);(36);(6);(5);(6);(1,1,3,0,0,2);(60,73)
9715;(14);(55);(4);(6);(11);(0,1,0,0,2,2,2,0,2,2,3);(107)
9716;(2);(31);(5);(7);(14);(2,2,3,1,0,0,0,2,3,0,1,1,1,1);(4,93)
9717;(37);(45);(7);(12);(3);(0,1,0);(64,176,251)
9718;(50);(59);(2);(4);(10);(2,2,0,1,3,3,3,3,3,0);(150)
9719;(25);(36);(14);(7);(7);(1,3,1,1,2,2,2);(151)
9720;(16);(41);(4);(7);(2);(2,2);(32,42,118)
9721;(60);(40);(5);(14);(4);(2,0,1,3);(47,77,166)
9722;(95);(32);(4);(7);(9);(3,2,1,1,3,2,0,2,3);(174)
9723;(25);(37);(8);(4);(4);(2,1,0,2);(28,274,322)
9724;(58);(40);(2);(4);(6);(3,3,2,2,1,0);()
9725;(13);(45);(6);(9);(8);(2,1,3,1,2,2,2,2);(127,340)
9726;(50);(38);(13);(15);(4);(1,0,2,0);(0,238,253)
9727;(68);(38);(12);(12);(7);(2,2,0,0,1,1,0);(123,158)
9728;(67);(36);(5);(5);(11);(2,3,3,2,2,3,2,2,2,2,2);(118,198)
9729;(99);(26);(10);(10);(3);(1,1,2);()
9730;(69);(41);(7);(11);(10);(2,3,0,2,0,2,2,2,0,0);()
9731;(25);(14);(6);(12);(7);(0,2,2,2,2,2,2);(67,173,300)
9732;(58);(42);(2);(10);(15);(0,2,0,2,0,0,1,3,0,3,2,3,2,2,2);()
9733;(14);(1);(2);(6);(4);(2,2,0,0);(82,214)
9734;(52);(36);(5);(5);(7);(0,0,1,2,0,2,2);()
9735;(14);(24);(4);(5);(8);(0,0,3,3,3,1,1,2);(142,238)
9736;(0);(1);(7);(10);(15);(2,2,2,1,1,1,1,3,3,2,2,0,0,0,2);()
9737;(4);(45);(7);(13);(10);(3,0,2,3,3,1,3,2,2,2);()
9738;(19);(10);(3);(8);(4);(1,3,3,1);()
9739;(83);(47);(6);(5);(3);(2,1,3);(48)
9740;(37);(25);(4);(12);(11);(2,3,2,3,0,0,1,1,2,0,3);(228)
9741;(16);(17);(4);(21);(2);(1,0);(321)
9742;(35);(33);(8);(8);(9);(3,1,1,1,0,3,2,2,1);(96,142)
9743;(70);(10);(18);(10);(14);(0,3,1,1,3,0,3,0,0,2,3,2,0,0);()
9744;(34);(45);(7);(10);(13);(3,2,2,1,1,2,2,3,2,3,0,1,2);(175)
9745;(99);(31);(9);(11);(8);(3,2,3,0,2,3,0,3);()
9746;(16);(14);(6);(6);(6);(2,0,3,2,0,3);(49,105)
9747;(70);(27);(6);(5);(10);(0,2,1,1,0,2,2,1,1,2);(296)
9748;(50);(42);(14);(16);(14);(3,1,3,0,3,0,1,3,1,0,2,2,2,2);(193)
9749;(14);(47);(6);(15);(3);(2,3,0);(245)
9750;(47);(44);(5);(9);(5);(2,1,0,0,0);()
9751;(4);(20);(8);(3);(6);(3,1,1,1,3,0);(110)
9752;(25);(37);(11);(5);(5);(1,0,0,2,0);()
9753;(47);(28);(5);(7);(2);(1,3);(205,235,238)
9754;(39);(47);(7);(3);(12);(0,1,1,3,1,1,1,0,0,1,3,3);(102,160,209,279)
9755;(37);(20);(5);(10);(4);(3,1,2,2);()
9756;(13);(5);(11);(14);(2);(0,0);(252,279)
9757;(13);(16);(9);(12);(3);(1,2,0);()
9758;(17);(44);(10);(9);(9);(0,1,1,3,1,3,1,2,2);()
9759;(72);(50);(3);(14);(9);(3,1,1,1,1,1,1,2,0);()
9760;(14);(45);(12);(7);(12);(1,2,1,3,2,0,2,0,1,1,1,2);(299)
9761;(99);(30);(7);(6);(12);(0,3,0,2,2,0,2,2,1,2,2,1);()
9762;(16);(7);(12);(20);(5);(0,2,2,2,2);(316)
9763;(22);(38);(13);(11);(3);(1,3,1);()
9764;(47);(50);(5);(6);(4);(0,2,2,0);(73)
9765;(68);(40);(12);(7);(7);(2,2,3,1,2,2,2);(237)
9766;(77);(51);(4);(11);(9);(1,1,1,1,1,1,2,3,0);()
9767;(25);(49);(11);(7);(2);(2,2);(28,96)
9768;(70);(67);(5);(13);(14);(2,0,3,0,3,3,0,1,2,2,0,0,2,3);(194)
9769;(32);(43);(6);(7);(7);(0,3,3,2,2,2,2);(33,101,158,236)
9770;(4);(67);(4);(10);(5);(0,2,2,2,3);(315)
9771;(23);(50);(4);(3);(3);(2,2,2);(24,78,84,178,228)
9772;(68);(42);(5);(4);(5);(0,1,0,2,2);(97)
9773;(70);(45);(6);(8);(4);(2,0,0,0);()
9774;(70);(66);(9);(3);(7);(2,1,0,2,3,1,0);(101)
9775;(41);(44);(3);(7);(6);(1,1,2,3,0,0);(80)
9776;(99);(60);(9);(6);(4);(0,3,0,0);(97)
9777;(25);(60);(6);(7);(3);(1,1,2);(99,280)
9778;(12);(11);(6);(4);(11);(0,3,0,0,0,2,2,2,0,3,0);()
9779;(13);(40);(9);(5);(10);(2,0,1,2,2,3,2,2,2,2);()
9780;(69);(31);(10);(9);(4);(2,0,2,1);()
9781;(35);(45);(9);(14);(3);(1,3,3);(241)
9782;(41);(27);(9);(21);(6);(2,2,2,0,2,2);(66,115)
9783;(11);(59);(8);(5);(12);(0,3,2,2,1,1,3,1,1,3,0,1);(204)
9784;(14);(2);(3);(9);(4);(3,1,1,0);()
9785;(60);(45);(5);(3);(4);(2,3,3,0);()
9786;(14);(56);(8);(5);(10);(0,0,0,2,1,1,1,0,3,2);(79)
9787;(66);(15);(5);(8);(4);(2,2,2,2);(63,264)
9788;(70);(17);(5);(13);(8);(2,3,1,2,2,3,0,3);(154)
9789;(51);(59);(6);(11);(12);(3,1,1,1,2,3,2,3,1,0,2,2);(188,247)
9790;(12);(50);(12);(7);(14);(1,2,1,1,3,2,2,0,0,1,2,0,3,2);(62)
9791;(4);(39);(6);(7);(4);(2,1,3,3);(205)
9792;(16);(15);(7);(3);(4);(2,0,3,0);(26,41,267)
9793;(6);(14);(10);(11);(11);(2,2,2,2,1,3,0,0,2,3,0);()
9794;(7);(10);(5);(10);(3);(1,1,1);()
9795;(81);(25);(11);(11);(4);(2,2,0,2);()
9796;(34);(39);(9);(12);(9);(1,2,2,3,1,3,2,0,0);(134)
9797;(28);(54);(4);(4);(4);(1,3,1,2);(110,121)
9798;(69);(50);(7);(8);(13);(1,3,0,2,1,2,2,3,3,0,0,1,1);(164)
9799;(22);(15);(12);(3);(7);(1,1,3,3,0,0,0);()
9800;(41);(16);(6);(8);(4);(2,1,1,2);()
9801;(4);(32);(4);(5);(8);(3,1,1,2,0,0,1,3);(281,319)
9802;(25);(33);(11);(8);(4);(2,0,3,0);(5,205)
9803;(41);(36);(4);(5);(13);(2,1,2,1,3,1,3,2,3,0,0,1,1);(100)
9804;(42);(23);(8);(12);(5);(2,2,2,0,1);(311)
9805;(50);(4);(9);(7);(1);(1);()
9806;(23);(40);(5);(6);(12);(3,2,0,2,2,1,1,3,3,0,0,0);(248,320)
9807;(47);(11);(5);(5);(11);(2,2,0,1,0,0,2,3,1,0,0);()
9808;(47);(16);(6);(9);(9);(3,2,2,2,1,2,3,0,1);(142)
9809;(22);(23);(8);(10);(8);(2,2,1,1,2,0,1,3);()
9810;(13);(51);(8);(5);(3);(2,2,2);(245)
9811;(12);(52);(2);(10);(6);(1,1,3,3,1,0);()
9812;(58);(42);(8);(14);(9);(2,3,1,0,3,0,0,1,3);(159)
9813;(47);(14);(3);(12);(6);(0,1,1,1,2,2);()
9814;(99);(38);(8);(10);(4);(3,2,2,3);()
9815;(22);(50);(7);(8);(2);(0,3);(83)
9816;(58);(47);(6);(5);(3);(3,0,0);()
9817;(47);(23);(4);(2);(11);(2,2,1,1,3,1,2,2,3,3,3);()
9818;(22);(14);(11);(3);(1);(1);(30,66)
9819;(42);(42);(5);(7);(8);(1,2,0,3,1,1,3,3);()
9820;(32);(60);(9);(8);(4);(3,1,1,3);(12)
9821;(41);(50);(13);(7);(8);(3,0,0,0,0,0,3,0);(36,319)
9822;(51);(37);(4);(8);(7);(2,2,3,2,1,1,2);(185)
9823;(4);(54);(11);(10);(6);(2,2,0,2,1,2);()
9824;(6);(62);(7);(11);(3);(2,2,1);(14)
9825;(28);(10);(9);(11);(8);(1,2,2,0,0,1,1,0);(223)
9826;(28);(45);(8);(9);(4);(2,0,2,2);(32)
9827;(70);(46);(6);(10);(7);(2,3,0,0,0,2,1);(25)
9828;(68);(50);(3);(7);(8);(3,2,0,3,0,3,2,2);(75,139)
9829;(28);(26);(3);(11);(3);(2,1,2);(63,104)
9830;(14);(45);(4);(11);(3);(2,2,2);(15,30,136)
9831;(26);(15);(7);(11);(4);(0,1,1,1);(138)
9832;(37);(47);(8);(2);(4);(3,3,0,3);(298)
9833;(47);(56);(5);(9);(7);(0,3,3,3,0,0,0);()
9834;(58);(4);(8);(11);(4);(2,2,0,0);(45)
9835;(60);(40);(9);(8);(4);(3,1,3,3);()
9836;(28);(40);(5);(11);(3);(1,1,1);(95,104)
9837;(47);(44);(3);(11);(15);(1,1,3,1,1,1,3,3,3,1,1,1,2,1,3);()
9838;(14);(16);(4);(7);(12);(1,2,3,0,2,1,2,2,2,2,0,2);(134,147)
9839;(16);(44);(4);(10);(1);(0);(277)
9840;(13);(10);(2);(10);(9);(2,2,0,2,3,0,1,0,2);(85,283,289)
9841;(89);(14);(7);(10);(7);(2,0,0,2,2,3,3);()
9842;(32);(54);(9);(9);(5);(3,3,1,1,3);(112,312)
9843;(37);(38);(11);(9);(5);(0,2,1,3,1);()
9844;(16);(56);(7);(12);(9);(2,2,1,1,0,0,3,3,3);(111)
9845;(41);(55);(5);(10);(5);(2,2,2,2,1);()
9846;(70);(36);(8);(7);(5);(1,1,1,0,2);(263,289,329)
9847;(73);(2);(8);(5);(10);(2,2,3,2,2,2,0,0,0,0);(141)
9848;(29);(23);(4);(9);(5);(2,0,1,3,2);(42,194)
9849;(43);(49);(16);(12);(0);();(284)
9850;(70);(25);(10);(10);(7);(3,0,2,2,1,0,2);(145,265)
9851;(39);(49);(8);(7);(4);(3,0,0,3);(229)
9852;(53);(41);(8);(22);(7);(2,0,2,2,2,0,1);(136,271)
9853;(51);(42);(3);(15);(18);(3,1,1,1,0,1,3,3,3,3,3,0,2,2,0,2,2,3);(231)
9854;(20);(40);(7);(3);(3);(3,3,3);()
9855;(68);(49);(6);(14);(5);(2,3,2,3,0);()
9856;(50);(22);(10);(11);(7);(0,2,2,2,0,2,1);(39,325)
9857;(50);(43);(9);(13);(8);(0,2,0,2,2,3,1,3);(117)
9858;(35);(27);(8);(9);(4);(0,3,3,2);(202)
9859;(99);(39);(3);(4);(4);(3,0,1,1);(25,181)
9860;(16);(67);(10);(22);(5);(2,2,2,0,2);(320)
9861;(25);(25);(4);(6);(5);(1,1,1,3,3);(169,334)
9862;(16);(23);(8);(8);(3);(3,3,2);(126,205)
9863;(4);(32);(5);(15);(7);(1,1,3,1,1,2,0);(53)
9864;(60);(36);(8);(5);(14);(2,2,2,1,2,2,2,0,2,0,0,0,2,2);(154,158,335)
9865;(41);(17);(6);(10);(4);(0,1,2,2);(161,210)
9866;(0);(23);(6);(14);(3);(1,2,2);(291)
9867;(17);(49);(6);(10);(2);(1,2);()
9868;(74);(65);(5);(7);(16);(1,2,2,0,0,2,2,1,3,3,3,3,3,3,0,0);(3,276,344)
9869;(4);(49);(2);(10);(17);(0,2,2,0,3,0,0,2,2,2,0,2,0,0,0,1,3);()
9870;(99);(26);(8);(12);(4);(0,0,2,2);(23,69,115)
9871;(64);(54);(16);(10);(6);(3,1,2,2,0,1);()
9872;(2);(30);(8);(4);(4);(2,0,0,0);()
9873;(29);(23);(5);(5);(13);(3,3,3,1,3,3,2,1,1,2,2,0,2);(214)
9874;(36);(32);(5);(11);(4);(2,2,3,0);(52,251,286)
9875;(25);(36);(7);(2);(1);(0);()
9876;(58);(54);(6);(6);(2);(0,2);(107,172)
9877;(2);(14);(6);(11);(5);(2,3,0,1,2);(117,224,296)
9878;(25);(65);(7);(11);(9);(2,2,0,3,1,1,3,3,3);()
9879;(39);(39);(8);(10);(14);(2,1,1,1,1,3,3,1,0,2,3,2,2,2);(39,168,193)
9880;(25);(36);(11);(6);(4);(3,1,2,3);()
9881;(16);(42);(8);(7);(2);(0,0);()
9882;(6);(25);(7);(3);(5);(3,0,0,3,1);()
9883;(68);(41);(7);(14);(1);(2);(137)
9884;(23);(25);(5);(7);(4);(3,2,2,3);(66,299)
9885;(73);(37);(10);(8);(5);(3,0,1,0,1);()
9886;(23);(10);(3);(15);(10);(1,2,2,1,1,3,1,1,2,2);(72,267)
9887;(17);(49);(7);(7);(9);(2,0,2,3,3,2,3,1,2);(231)
9888;(42);(43);(8);(4);(0);();(268)
9889;(22);(45);(9);(10);(6);(2,2,0,0,0,0);()
9890;(51);(36);(3);(11);(4);(3,0,3,3);(71)
9891;(47);(42);(7);(14);(9);(3,2,0,0,2,1,1,3,0);(94)
9892;(32);(14);(8);(18);(4);(1,2,2,2);()
9893;(35);(45);(7);(16);(5);(0,0,0,2,3);()
9894;(14);(38);(2);(10);(10);(2,0,3,2,0,1,1,3,1,3);()
9895;(23);(55);(12);(7);(9);(3,0,2,2,0,3,2,2,1);()
9896;(99);(17);(7);(17);(4);(3,2,1,1);(110,322)
9897;(39);(30);(7);(4);(5);(2,1,1,2,0);()
9898;(16);(27);(7);(8);(0);();(259)
9899;(41);(27);(2);(5);(14);(3,1,1,3,3,2,2,0,0,1,1,3,2,2);()
9900;(13);(66);(10);(8);(1);(2);()
9901;(13);(66);(6);(3);(8);(2,3,2,1,2,1,1,3);(30)
9902;(13);(28);(8);(10);(6);(0,2,3,3,0,0);(29)
